wals code,glottocode,name,latitude,longitude,macroarea,genus,family,sample 100,sample 200
tsp,tami1289,Tamil (Spoken),11,78,Eurasia,Southern Dravidian,Dravidian,False,False
tml,tami1289,Tamil,11,78.5,Eurasia,Southern Dravidian,Dravidian,False,False
luo,luok1236,Luo,-0.5,34.75,Africa,Nilotic,Eastern Sudanic,False,False
awp,awac1239,Awa Pit,1.5,-78.25,South America,Barbacoan,Barbacoan,False,True
tic,ticu1245,Ticuna,-4,-70.5,South America,Ticuna,Ticuna,False,False
pec,pech1241,Pech,15,-85.5,North America,Paya,Chibchan,False,False
apc,mesc1238,Apache (Chiricahua),33.25,-108,North America,Athapaskan,Na-Dene,False,False
apj,jica1244,Apache (Jicarilla),36.5833333333,-104,North America,Athapaskan,Na-Dene,False,False
nyr,nyan1301,Nyangumarda,-20,121,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
sha,shan1277,Shan,22,98,Eurasia,Kam-Tai,Tai-Kadai,False,False
muy,muyu1244,Muyuw,-9.0833333333,152.75,Papunesia,Oceanic,Austronesian,False,False
tmc,timu1245,Timucua,30.25,-82.5,North America,Timucua,Timucua,False,False
twe,lowl1265,Tarahumara (Western),27.5,-108,North America,Tarahumaran,Uto-Aztecan,False,False
tce,cent2131,Tarahumara (Central),27.5,-107.5,North America,Tarahumaran,Uto-Aztecan,False,False
ppc,piap1246,Piapoco,4,-69.5,South America,Inland Northern Arawakan,Arawakan,False,False
dig,diga1241,Digaro,28.4166666667,96,Eurasia,Digaroan,Sino-Tibetan,False,False
lua,niel1243,Lua,9.75,17.75,Africa,Adamawa,Niger-Congo,False,False
chp,chip1261,Chipewyan,59,-106,North America,Athapaskan,Na-Dene,False,False
bni,bini1246,Bini,6.4166666667,5.8333333333,Africa,Edoid,Niger-Congo,False,False
jeh,jehh1245,Jeh,15.1666666667,107.833333333,Eurasia,Bahnaric,Austro-Asiatic,False,False
wai,waiw1244,Wai Wai,1,-59,South America,Cariban,Cariban,False,False
bhi,bhil1251,Bhili,22,73,Eurasia,Indic,Indo-European,False,False
udm,udmu1245,Udmurt,57.5,52.5,Eurasia,Permic,Uralic,False,False
nrm,naro1251,Narom,4.4166666667,114,Papunesia,North Borneo,Austronesian,False,False
cmy,taba1266,Chontal Maya,18.1666666667,-92.5833333333,North America,Mayan,Mayan,False,False
chx,lowl1260,Chontal (Huamelultec Oaxaca),16,-95.75,North America,Tequistlatecan,Tequistlatecan,False,False
cho,high1242,Chontal (Highland),16.25,-95.75,North America,Tequistlatecan,Tequistlatecan,False,False
ewo,ewon1239,Ewondo,4,12,Africa,Bantoid,Niger-Congo,False,False
tif,tifa1245,Tifal,-5,141.333333333,Papunesia,Ok,Trans-New Guinea,False,False
khl,turk1303,Khalaj,35,50,Eurasia,Turkic,Altaic,False,False
mbl,mbol1247,Mbole,-0.6666666667,24.6666666667,Africa,Bantoid,Niger-Congo,False,False
lim,limb1266,Limbu,27.1666666667,87.75,Eurasia,Mahakiranti,Sino-Tibetan,False,False
kij,kitj1240,Kitja,-17.5,127.75,Australia,Jarrakan,Jarrakan,False,False
iva,ivat1242,Ivatan,20.5,122,Papunesia,Batanic,Austronesian,False,False
hnn,hanu1241,Hanunóo,12.3333333333,121.25,Papunesia,Greater Central Philippine,Austronesian,False,False
mya,maya1282,Ma'ya,-1.25,130.916666667,Papunesia,South Halmahera - West New Guinea,Austronesian,False,False
mks,maka1311,Makassar,-5.4166666667,119.583333333,Papunesia,South Sulawesi,Austronesian,False,False
mmu,nege1240,Malay (Ulu Muar),2.6666666667,102.5,Eurasia,Malayo-Sumbawan,Austronesian,False,False
min,mina1268,Minangkabau,-1,101,Papunesia,Malayo-Sumbawan,Austronesian,False,False
poc,poqo1257,Pocomam Oriental,14.75,-89.75,North America,Mayan,Mayan,False,False
pcm,poqo1253,Poqomam,14.6666666667,-90.5,North America,Mayan,Mayan,False,False
sru,sela1259,Selaru,-8.2,131,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
bao,bona1250,Bao'an,35.75,102.8333333333,Eurasia,Mongolic,Altaic,False,False
guu,gugu1255,Guugu Yimidhirr,-15,144.833333333,Australia,Northern Pama-Nyungan,Pama-Nyungan,False,False
blu,luba1249,Bena-Lulua,-6,21,Africa,Bantoid,Niger-Congo,False,False
cil,luba1249,CiLuba,-6,22,Africa,Bantoid,Niger-Congo,False,False
cua,cuaa1241,Cua,15.25,108.5,Eurasia,Bahnaric,Austro-Asiatic,False,False
gah,alek1238,Gahuku,-6,145.416666667,Papunesia,Eastern Highlands,Trans-New Guinea,False,False
wry,wara1290,Waray (in Australia),-13.1666666667,131.25,Australia,Warayic,Gunwinyguan,False,False
mzn,maza1291,Mazanderani,36.5,52,Eurasia,Iranian,Indo-European,False,False
cmx,como1259,Comox,50.1666666667,-125,North America,Central Salish,Salishan,False,False
mpo,myen1241,Mpongwe,-1.25,9.5,Africa,Bantoid,Niger-Congo,False,False
hpd,hupd1244,Hup,0.1666666667,-69.25,South America,Nadahup,Nadahup,False,False
ysi,sire1246,Yupik (Sirenik),64.5,-174,Eurasia,Eskimo,Eskimo-Aleut,False,False
goe,goem1240,Goemai,8.6666666667,9.75,Africa,West Chadic,Afro-Asiatic,False,False
sry,sira1267,Siraya,23,120.25,Papunesia,East Formosan,Austronesian,False,False
wrb,warr1257,Warrnambool,-38.25,142.5,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
rwa,rawa1267,Rawa,-5.8333333333,146,Papunesia,Finisterre-Huon,Trans-New Guinea,False,False
ngr,narr1259,Ngarinyeri,-36,140,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
tat,tata1257,Tatana',5.5,115.5,Papunesia,North Borneo,Austronesian,False,False
wor,woro1255,Worora,-15.6666666667,124.666666667,Australia,Worrorran,Worrorran,False,False
lan,lang1324,Lango,2.1666666667,33,Africa,Nilotic,Eastern Sudanic,True,True
pno,nort2954,Paiute (Northern),42,-118,North America,Numic,Uto-Aztecan,False,False
bre,bret1244,Breton,48,-3,Eurasia,Celtic,Indo-European,False,False
mbz,mbee1250,Mbe',6.2833333333,11.0833333333,Africa,Bantoid,Niger-Congo,False,False
amu,yane1238,Amuesha,-10.5,-75.4166666667,South America,Yanesha',Arawakan,False,False
fua,adam1253,Fula (Cameroonian),9.1666666667,13.5,Africa,Northern Atlantic,Niger-Congo,False,False
fma,pula1263,Fula (Mauritanian),16.5,-13.75,Africa,Northern Atlantic,Niger-Congo,False,False
fbf,west2454,Fula (Burkina Faso),14,0,Africa,Northern Atlantic,Niger-Congo,False,False
fgo,adam1253,Fulani (Gombe),10.25,11.25,Africa,Northern Atlantic,Niger-Congo,False,False
fgu,pula1262,Fula (Guinean),11.5,-12.5,Africa,Northern Atlantic,Niger-Congo,False,False
fum,maas1239,Fulfulde (Maasina),15,-5,Africa,Northern Atlantic,Niger-Congo,False,False
fus,pula1263,Fula (Senegal),15,-14,Africa,Northern Atlantic,Niger-Congo,False,False
fni,nige1253,Fula (Nigerian),8.1666666667,10.5,Africa,Northern Atlantic,Niger-Congo,False,False
ain,ainu1240,Ainu,43,143,Eurasia,Ainu,Ainu,False,True
zay,zays1235,Zayse,5.9166666667,37.3333333333,Africa,North Omotic,Afro-Asiatic,False,False
nnm,tuva1244,Nanumea,-5.6666666667,176.116666667,Papunesia,Oceanic,Austronesian,False,False
tvl,tuva1244,Tuvaluan,-8.5,179.166666667,Papunesia,Oceanic,Austronesian,False,False
wsk,wask1241,Waskia,-4.5,146,Papunesia,Madang,Trans-New Guinea,False,False
mel,cent2101,Melanau,2.5,111.5,Papunesia,North Borneo,Austronesian,False,False
doy,doya1240,Doyayo,8.6666666667,13.0833333333,Africa,Adamawa,Niger-Congo,False,False
ayw,ayiw1239,Ayiwo,-10.3333333333,166.25,Papunesia,Oceanic,Austronesian,False,False
ga,gaaa1244,Gã,5.6666666667,-0.1666666667,Africa,Kwa,Niger-Congo,False,False
gun,nugu1242,Gunu,4.5833333333,11.25,Africa,Bantoid,Niger-Congo,False,False
koy,koya1251,Koya,17.5,81.3333333333,Eurasia,South-Central Dravidian,Dravidian,False,False
kim,kima1246,Kimaghama,-8,138.5,Papunesia,Kolopom,Kolopom,False,False
irm,iris1253,Irish (Munster),52.5,-9,Eurasia,Celtic,Indo-European,False,False
ird,iris1253,Irish (Donegal),55,-8,Eurasia,Celtic,Indo-European,False,False
had,hadz1240,Hadza,-3.75,35.1666666667,Africa,Hadza,Hadza,False,False
dbd,tait1250,Dabida,-4,38.6666666667,Africa,Bantoid,Niger-Congo,False,False
tng,tong1325,Tongan,-21.1666666667,-175.166666667,Papunesia,Oceanic,Austronesian,False,False
sik,sika1262,Sika,-8.7,122.25,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
mru,maru1249,Maru,23.5,98.5,Eurasia,Burmese-Lolo,Sino-Tibetan,False,False
nep,nepa1252,Nepali,28,85,Eurasia,Indic,Indo-European,False,False
pba,pima1248,Pima Bajo,29,-111,North America,Tepiman,Uto-Aztecan,False,False
snn,soni1259,Soninke,15,-10.5,Africa,Western Mande,Mande,False,False
jam,djam1255,Jaminjung,-15.0833333333,130.5,Australia,Jaminjungan,Mirndi,False,False
kod,koda1255,Kodava,12.1666666667,76.8333333333,Eurasia,Southern Dravidian,Dravidian,False,False
arr,east2379,Arrernte,-24,134,Australia,Central Pama-Nyungan,Pama-Nyungan,False,False
awe,west2441,Arrernte (Western),-24,132.5,Australia,Central Pama-Nyungan,Pama-Nyungan,False,False
amp,east2379,Arrernte (Mparntwe),-24,136,Australia,Central Pama-Nyungan,Pama-Nyungan,False,False
wuc,wuch1236,Wu,31.6666666667,119.916666667,Eurasia,Chinese,Sino-Tibetan,False,False
gwa,gbag1258,Gwari,9.5,7,Africa,Nupoid,Niger-Congo,False,False
tan,nucl1696,Tangale,9.75,11.3333333333,Africa,West Chadic,Afro-Asiatic,False,False
tur,nucl1301,Turkish,39,35,Eurasia,Turkic,Altaic,True,True
bun,tere1278,Buin,-6.75,155.75,Papunesia,East Bougainville,East Bougainville,False,False
yar,yare1248,Yareba,-9.5,148.5,Papunesia,Yareban,Yareban,False,False
mrn,mara1404,Maranao,7.8333333333,124.25,Papunesia,Greater Central Philippine,Austronesian,False,False
goa,wayu1243,Goajiro,12,-72,South America,Caribbean Arawakan,Arawakan,False,False
mcd,mace1250,Macedonian,41.6666666667,21.75,Eurasia,Slavic,Indo-European,False,False
chr,chra1242,Chrau,10.75,107.5,Eurasia,Bahnaric,Austro-Asiatic,False,False
ach,ache1246,Aché,-25.25,-55.1666666667,South America,Tupi-Guaraní,Tupian,False,False
obo,obol1243,Obolo,4.5833333333,7.8333333333,Africa,Cross River,Niger-Congo,False,False
yur,yuro1248,Yurok,41.3333333333,-124,North America,Yurok,Algic,False,True
bya,byan1241,Byansi,30.1666666667,80.5,Eurasia,Bodic,Sino-Tibetan,False,False
ma,made1252,Ma,3.5,28,Africa,Ubangi,Niger-Congo,False,False
lrd,lard1243,Lardil,-16.5,139.333333333,Australia,Tangkic,Tangkic,False,False
kab,kaba1278,Kabardian,43.5,43.5,Eurasia,Northwest Caucasian,Northwest Caucasian,False,False
twn,nort1550,Tiwa (Northern),36.5,-105.5,North America,Kiowa-Tanoan,Kiowa-Tanoan,False,False
tak,taki1248,Takia,-4.6666666667,146,Papunesia,Oceanic,Austronesian,False,False
awa,awap1236,Awa,-6.6666666667,145.75,Papunesia,Eastern Highlands,Trans-New Guinea,False,False
kad,katc1249,Kadugli,11,29.6666666667,Africa,Kadugli,Kadu,False,False
nat,natc1249,Natchez,31.75,-91.3333333333,North America,Natchez,Natchez,False,False
ory,orya1242,Orya,-2.75,139.833333333,Papunesia,Orya,Tor-Orya,False,False
iba,iban1264,Iban,2,112,Papunesia,Malayo-Sumbawan,Austronesian,False,False
cld,chal1275,Chaldean (Modern),36,43,Eurasia,Semitic,Afro-Asiatic,False,False
ykp,yukp1241,Yukpa,10.1666666667,-72.75,South America,Cariban,Cariban,False,False
tnl,lowe1425,Tanana (Lower),65,-150,North America,Athapaskan,Na-Dene,False,False
chm,cham1309,Chamalal,42.55,46.05,Eurasia,Avar-Andic-Tsezic,Nakh-Daghestanian,False,False
uru,uruu1244,Uru,-16.75,-69,South America,Uru-Chipaya,Uru-Chipaya,False,False
msh,mars1254,Marshallese,7.1166666667,171.05,Papunesia,Oceanic,Austronesian,False,False
boa,kuni1265,Boazi,-7,141.333333333,Papunesia,Marind Proper,Marind,False,False
apu,apur1254,Apurinã,-9,-67,South America,Purus,Arawakan,True,True
kma,kama1373,Kamaiurá,-12.0833333333,-52.5833333333,South America,Tupi-Guaraní,Tupian,False,False
ksh,kash1280,Kashaya,38.6666666667,-123.333333333,North America,Pomoan,Hokan,False,False
tiv,tivv1240,Tiv,7.5,9,Africa,Bantoid,Niger-Congo,False,False
snt,nucl1632,Sentani,-2.5833333333,140.583333333,Papunesia,Sentani,Sentani,False,True
lag,lagw1237,Lagwan,11.5,14.8333333333,Africa,Biu-Mandara,Afro-Asiatic,False,False
bnj,band1339,Bandjalang,-28.75,153,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
gid,band1339,Gidabal,-28.4166666667,152.416666667,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
byu,band1339,Bandjalang (Yugumbir),-27.9166666667,153,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
bca,band1339,Bandjalang (Casino),-28.9166666667,153,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
bwa,band1339,Bandjalang (Waalubal),-29.0833333333,152.583333333,Australia,Southeastern Pama-Nyungan,Pama-Nyungan,False,False
nng,nyan1304,Nyanga,-1.25,28.1666666667,Africa,Bantoid,Niger-Congo,False,False
dhm,dhim1246,Dhimal,26.6666666667,87.75,Eurasia,Dhimalic,Sino-Tibetan,False,False
bys,bais1246,Bayso,6.25,37.75,Africa,Lowland East Cushitic,Afro-Asiatic,False,False
lha,laha1250,Laha,21.5833333333,103.916666667,Eurasia,Kadai,Tai-Kadai,False,False
blc,east2304,Baluchi,28,62,Eurasia,Iranian,Indo-European,False,False
ser,seri1257,Seri,29,-112,North America,Seri,Hokan,False,False
igb,nucl1417,Igbo,6,7.3333333333,Africa,Igboid,Niger-Congo,False,True
see,taro1264,Seediq,24.1666666667,121.416666667,Papunesia,Atayalic,Austronesian,False,False
biq,sara1326,Bilaan (Koronadal),6,125.333333333,Papunesia,Bilic,Austronesian,False,False
lac,laca1243,Lacandón,17,-91.5,North America,Mayan,Mayan,False,False
brf,tari1263,Berber (Rif),34.5,-4,Africa,Berber,Afro-Asiatic,False,False
khv,khva1239, Khwarshi,42.25,46.1666666667,Eurasia,Avar-Andic-Tsezic,Nakh-Daghestanian,False,False
poh,pohn1238,Pohnpeian,6.8833333333,158.25,Papunesia,Oceanic,Austronesian,False,False
len,lena1238,Lenakel,-19.45,169.25,Papunesia,Oceanic,Austronesian,False,False
kmo,moun1252,Koiali (Mountain),-9,147.5,Papunesia,Koiarian,Trans-New Guinea,False,False
boq,damu1236,Bokar,28.5,94.6666666667,Eurasia,Tani,Sino-Tibetan,False,False
boj,damu1236,Bori,28.3333333333,94.75,Eurasia,Tani,Sino-Tibetan,False,False
gal,damu1236,Galo,28.1666666667,94.6666666667,Eurasia,Tani,Sino-Tibetan,False,False
mil,damu1236,Milang,28.5,95.25,Eurasia,Tani,Sino-Tibetan,False,False
bum,tean1237,Buma,-11.6333333333,166.833333333,Papunesia,Oceanic,Austronesian,False,False
ayi,anyi1245,Anyi,7,-3.5,Africa,Kwa,Niger-Congo,False,False
atc,urip1239,Atchin,-16,167.333333333,Papunesia,Oceanic,Austronesian,False,False
pga,pila1245,Pilagá,-25,-60,South America,South Guaicuruan,Guaicuruan,False,False
nit,diti1235,Nitinaht,48.6666666667,-124.75,North America,Southern Wakashan,Wakashan,False,False
kmr,kamo1255,Kamoro,-4.3333333333,136,Papunesia,Asmat-Kamoro,Trans-New Guinea,False,False
sug,assa1269,Sungor,13.75,21.5,Africa,Taman,Eastern Sudanic,False,False
mgo,mong1338,Mongo,0,21,Africa,Bantoid,Niger-Congo,False,False
tsg,taus1251,Tausug,6,121,Papunesia,Greater Central Philippine,Austronesian,False,False
kwo,kwom1262,Kwoma,-4.1666666667,142.75,Papunesia,Middle Sepik,Sepik,False,False
lui,luis1253,Luiseño,33.3333333333,-117.166666667,North America,California Uto-Aztecan,Uto-Aztecan,False,False
tgk,tiga1245,Tigak,-2.7166666667,150.8,Papunesia,Oceanic,Austronesian,False,False
nun,nung1283,Nung (in Vietnam),21.9166666667,106.416666667,Eurasia,Kam-Tai,Tai-Kadai,False,False
ano,nung1282,Anong,27.3333333333,98.75,Eurasia,Nungish,Sino-Tibetan,False,False
tmg,tama1336,Tamagario,-6.4166666667,139.25,Papunesia,Kayagar,Kayagar,False,False
shm,sham1280,Shambala,-4.25,38.25,Africa,Bantoid,Niger-Congo,False,False
mgu,musg1254,Musgu,10.8333333333,14.9166666667,Africa,Biu-Mandara,Afro-Asiatic,False,False
mkl,makl1246,Maklew,-7.6666666667,139.416666667,Papunesia,Bulaka River,Bulaka River,False,False
tbe,tigr1270,Tigré (Beni Amer),15.5,38,Africa,Semitic,Afro-Asiatic,False,False
tgr,tigr1270,Tigré,16.5,38.5,Africa,Semitic,Afro-Asiatic,False,False
wel,wels1247,Welsh,52,-3,Eurasia,Celtic,Indo-European,False,False
err,siee1239,Erromangan,-18.8333333333,169.166666667,Papunesia,Oceanic,Austronesian,False,False
srr,serr1255,Serrano,34.5,-117,North America,California Uto-Aztecan,Uto-Aztecan,False,False
sae,saek1240,Saek,17.4166666667,104.75,Eurasia,Kam-Tai,Tai-Kadai,False,False
die,kumi1248,Diegueño (Mesa Grande),32.6666666667,-116.166666667,North America,Yuman,Hokan,False,False
tja,kumi1248,Tiipay (Jamul),32.1666666667,-116.5,North America,Yuman,Hokan,False,False
kni,konn1242,Konni,10.25,-1.5833333333,Africa,Gur,Niger-Congo,False,False
mcc,moch1259,Mochica,-7.5,-79.3333333333,South America,Chimúan,Chimúan,False,False
nua,nuau1240,Nuaulu,-3.25,129.166666667,Papunesia,Central Malayo-Polynesian,Austronesian,False,False
bsk,bash1264,Bashkir,53,58,Eurasia,Turkic,Altaic,False,False
chc,chec1245,Chechen,43.25,45.8333333333,Eurasia,Nakh,Nakh-Daghestanian,False,False
jpr,japr1238,Japreria,10.5,-73,South America,Cariban,Cariban,False,False
amo,amoo1242,Amo,10.3333333333,8.6666666667,Africa,Kainji,Niger-Congo,False,False
aze,sout2697,Azerbaijani,40.5,48.5,Eurasia,Turkic,Altaic,False,False
azi,sout2697,Azari (Iranian),37.5,47,Eurasia,Turkic,Altaic,False,False
wat,waja1257,Watjarri,-26,117.5,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
kok,kokb1239,Kokborok,24.3333333333,92.5,Eurasia,Bodo-Garo,Sino-Tibetan,False,False
grb,barc1235,Grebo,5,-8,Africa,Kru,Niger-Congo,True,True
kwa,kwai1243,Kwaio,-8.95,161,Papunesia,Oceanic,Austronesian,False,False
eud,opat1246,Eudeve,29.1666666667,-109.666666667,North America,Cahita,Uto-Aztecan,False,False
kti,yong1280,Kati (in West Papua Indonesia),-5.75,140.916666667,Papunesia,Ok,Trans-New Guinea,False,False
nan,nand1266,Nandi,0.25,35,Africa,Nilotic,Eastern Sudanic,False,False
pai,paiw1248,Paiwan,22.5,120.833333333,Papunesia,Paiwan,Austronesian,True,True
ess,esse1238,Esselen,36.25,-121.75,North America,Esselen,Esselen,False,False
sro,siro1249,Siroi,-5.5,146,Papunesia,Madang,Trans-New Guinea,False,False
can,cand1248,Candoshi,-4.1666666667,-77,South America,Candoshi,Candoshi,False,False
hal,hali1244,Halia,-5.25,154.666666667,Papunesia,Oceanic,Austronesian,False,False
mkr,arua1260,Mikarew,-4.4166666667,144.916666667,Papunesia,Mikarew,Lower Sepik-Ramu,False,False
wao,waor1240,Waorani,-1,-76.5,South America,Waorani,Waorani,False,False
sbg,bala1311,Sama (Balangingi),6.1666666667,121.833333333,Papunesia,Sama-Bajaw,Austronesian,False,False
say,sayu1241,Sayula Popoluca,17.8333333333,-95,North America,Mixe-Zoque,Mixe-Zoque,False,False
brs,bara1380,Barasano,-0.1666666667,-70.6666666667,South America,Tucanoan,Tucanoan,True,True
bfd,biaf1240,Biafada,11.4166666667,-15.1666666667,Africa,Northern Atlantic,Niger-Congo,False,False
kio,kiow1266,Kiowa,37,-99,North America,Kiowa-Tanoan,Kiowa-Tanoan,True,True
trn,tere1279,Terêna,-20,-56,South America,Bolivia-Parana,Arawakan,False,False
tst,tsat1238,Tsat,18.25,109.5,Eurasia,Malayo-Sumbawan,Austronesian,False,False
muu,mund1330,Mundurukú,-7,-58,South America,Munduruku,Tupian,False,False
sng,sina1266,Sinaugoro,-9.8333333333,147.833333333,Papunesia,Oceanic,Austronesian,False,False
ram,rama1270,Rama,11.75,-83.75,North America,Rama,Chibchan,True,True
pta,dumb1241,Paita,-22.0833333333,166.5,Papunesia,Oceanic,Austronesian,False,False
wog,woga1249,Wogamusin,-4.25,142.333333333,Papunesia,Upper Sepik,Sepik,False,False
djn,djin1253,Djinang,-12.3333333333,134.833333333,Australia,Western Pama-Nyungan,Pama-Nyungan,False,False
xok,xokl1240,Xokleng,-24.5,-50,South America,Ge-Kaingang,Macro-Ge,False,False
mea,meya1236,Meyah,-1.1666666667,133.5,Papunesia,East Bird's Head,East Bird's Head,False,False
tof,kara1462,Tofa,53.75,98,Eurasia,Turkic,Altaic,False,False
loz,lozi1239,Lozi,-17.8333333333,26,Africa,Bantoid,Niger-Congo,False,False
cnt,yuec1235,Cantonese,23,113,Eurasia,Chinese,Sino-Tibetan,False,False
cwe,colu1241,Columbia-Wenatchi,47.5,-120,North America,Interior Salish,Salishan,False,False
hno,nort2938,Haida (Northern),54,-132.5,North America,Haida,Haida,False,False
hai,haid1248,Haida,53,-132,North America,Haida,Haida,False,True
nhh,huas1257,Nahuatl (Huasteca),22,-99,North America,Aztecan,Uto-Aztecan,False,False
nhm,mich1245,Nahuatl (Michoacán),18.5,-103,North America,Aztecan,Uto-Aztecan,False,False
nhn,nort2957,Nahuatl (North Puebla),20,-98.25,North America,Aztecan,Uto-Aztecan,False,False
nht,tete1251,Nahuatl (Tetelcingo),19.6666666667,-99,North America,Aztecan,Uto-Aztecan,False,True
nmp,None,Nahuatl (Milpa Alta),19.25,-99.1666666667,None,Aztecan,Uto-Aztecan,False,False
nmi,isth1242,Nahuatl (Mecayapan Isthmus),18.25,-94.8333333333,North America,Aztecan,Uto-Aztecan,False,False
nhu,None,Nahuatl (Huauchinango),20.1666666667,-98.0833333333,None,Aztecan,Uto-Aztecan,False,False
npa,isth1241,Nahuatl (Pajapan),18.25,-94.75,North America,Aztecan,Uto-Aztecan,False,False
nsz,high1278,Nahuatl (Sierra de Zacapoaxtla),19.5833333333,-97.3333333333,North America,Aztecan,Uto-Aztecan,False,False
nhx,guer1241,Nahuatl (Xalitla),18,-99.5,North America,Aztecan,Uto-Aztecan,False,False
nhp,poch1244,Nahuatl (Pochutla),15.75,-96.5,North America,Aztecan,Uto-Aztecan,False,False
nhc,cent2132,Nahuatl (Central),19,-98.25,North America,Aztecan,Uto-Aztecan,False,False
emb,nort2972,Emberá (Northern),6.8333333333,-77.1666666667,South America,Choco,Choco,False,False
chl,uppe1439,Chehalis (Upper),46.5833333333,-123,North America,Tsamosan,Salishan,False,False
yal,kosa1249,Yale (Kosarek),-4.0833333333,139.5,Papunesia,Mek,Trans-New Guinea,False,False
mro,moro1285,Moro,11,30.1666666667,Africa,Heiban,Kordofanian,False,False
